Year,Date,HomeTeam,AwayTeam,HomeTeamCity,AwayTeamCity,HomeTeamOffense,HomeTeamDefense,AwayTeamOffense,AwayTeamDefense,HomeScore,AwayScore,HomeWin,HomeWinProbability,FieldGoalPercentage_Home,FieldGoalPercentage_Away,Attendance
2020,2020-07-29,Team H,Team C,Phoenix,Toronto,93,82,86,89,85,79,1,0.9,0.5687952021204824,0.48447834239189413,9072
2021,2021-01-27,Team H,Team F,Chicago,Boston,89,83,80,76,81,63,1,0.9,0.45260479020855093,0.5058352803876586,13356
2020,2020-07-05,Team G,Team F,Dallas,Philadelphia,80,75,84,89,60,72,0,0.39999999999999997,0.48861777922327315,0.4745118282027655,8773
2020,2020-08-06,Team H,Team G,New York,Miami,92,89,91,80,100,69,1,0.65,0.49595688543192856,0.4907930996678053,10377
2022,2022-01-22,Team D,Team B,New York,Dallas,89,75,88,85,90,109,0,0.65,0.5010812624307232,0.5189506257656158,13751
2023,2023-05-26,Team J,Team E,Phoenix,Miami,75,85,84,83,60,60,0,0.14999999999999997,0.4554866764360667,0.4847293264530839,9119
2020,2020-03-11,Team H,Team J,Los Angeles,Chicago,79,81,82,75,80,85,0,0.44999999999999996,0.44537376071244833,0.42456739797057275,9410
2020,2020-02-23,Team I,Team A,New York,Chicago,76,80,86,87,60,73,0,0.1,0.44552147567717487,0.4934186459666187,5850
2020,2020-01-09,Team H,Team E,Phoenix,Philadelphia,89,74,75,77,95,73,1,0.9,0.5074567339607605,0.45427154163000116,8704
2023,2023-04-03,Team G,Team A,Houston,New York,89,71,93,71,112,121,0,0.39999999999999997,0.4812313230392165,0.49697440875993787,12898
2023,2023-01-18,Team D,Team H,Miami,New York,82,82,86,71,74,88,0,0.39999999999999997,0.5114987073175933,0.465962380209324,9000
2022,2022-06-04,Team H,Team G,Phoenix,Houston,80,84,88,77,80,78,1,0.19999999999999996,0.4987441149381332,0.48736796300811597,7970
2023,2023-07-17,Team G,Team D,Miami,Phoenix,80,85,80,89,60,60,0,0.6,0.5237237904272253,0.4329219952864772,13019
2021,2021-11-28,Team I,Team F,Chicago,Dallas,79,83,94,83,60,96,0,0.1,0.4544043864046735,0.4957020670305119,8923
2021,2021-10-21,Team B,Team I,Toronto,Philadelphia,82,72,77,70,79,70,1,0.85,0.48094734968972325,0.4461409765232187,9323
2022,2022-04-10,Team F,Team D,Dallas,Houston,88,74,83,77,85,95,0,0.85,0.5237839255768124,0.48261362957078174,10419
2021,2021-01-06,Team G,Team A,Miami,Boston,81,79,86,81,86,73,1,0.35,0.5411428627014994,0.469665973715719,12066
2022,2022-05-27,Team F,Team J,Phoenix,Toronto,75,74,75,85,68,72,0,0.6,0.46898978386956014,0.46077179922947314,11870
2023,2023-01-14,Team J,Team F,Los Angeles,Dallas,92,77,78,78,97,74,1,0.9,0.6,0.5072234221013281,13666
2023,2023-11-12,Team E,Team G,Houston,Toronto,84,71,80,71,93,95,0,0.8,0.49899717564052104,0.4628925843651817,15968
2021,2021-01-01,Team J,Team C,Phoenix,Chicago,81,86,77,71,79,63,1,0.8,0.538056072290274,0.5072842583016045,12344
2021,2021-07-27,Team A,Team C,Los Angeles,Phoenix,88,86,85,74,97,78,1,0.75,0.4390252463954036,0.5095115469484864,12406
2020,2020-09-16,Team C,Team F,New York,Chicago,92,72,77,76,114,99,1,0.9,0.46441781503391505,0.49471769943140537,10957
2021,2021-04-19,Team F,Team B,Phoenix,Phoenix,88,77,79,75,98,88,1,0.9,0.4950525738343648,0.4808143536928619,11964
2020,2020-01-20,Team C,Team E,Houston,Chicago,90,88,78,78,99,65,1,0.9,0.44481444675006704,0.47844509197121843,8861
2021,2021-08-14,Team C,Team J,New York,Miami,87,77,87,86,62,103,0,0.6,0.44534398447261614,0.4785991552285818,12658
2023,2023-12-27,Team D,Team B,Chicago,Chicago,89,79,82,88,73,75,0,0.9,0.5080471263721469,0.5019316278115427,11959
2021,2021-06-20,Team I,Team H,Toronto,Chicago,76,73,79,86,60,86,0,0.44999999999999996,0.45956033870159946,0.42572319480460374,14937
2023,2023-12-19,Team J,Team H,Los Angeles,Boston,75,83,83,74,64,79,0,0.19999999999999996,0.4903036641815706,0.4983476095415402,11536
2020,2020-07-18,Team G,Team I,New York,New York,85,78,84,83,60,77,0,0.65,0.44700603653918497,0.5021253236638533,10209
2020,2020-07-01,Team B,Team H,Boston,Chicago,94,89,92,88,73,72,1,0.7,0.5400465613186922,0.5195503994351561,9328
2023,2023-10-02,Team A,Team D,Chicago,Dallas,84,79,91,76,72,103,0,0.24999999999999994,0.5107492597903531,0.4547802431575744,13248
2023,2023-11-13,Team G,Team D,Los Angeles,Houston,83,82,90,71,93,84,1,0.24999999999999994,0.4386137035323061,0.5423771129936299,11961
2023,2023-01-13,Team H,Team E,Phoenix,Chicago,86,82,75,84,79,68,1,0.9,0.48768661967375093,0.4479577126310108,9024
2021,2021-01-20,Team B,Team J,Chicago,Phoenix,85,85,90,71,109,72,1,0.35,0.4713702883479556,0.47482992554468045,14070
2020,2020-12-07,Team G,Team A,Phoenix,New York,82,81,81,77,70,63,1,0.65,0.5383844140787679,0.4622564717271697,8314
2021,2021-06-28,Team J,Team D,Dallas,Boston,83,82,93,75,81,100,0,0.1,0.4656330871054718,0.48867818106034344,8660
2021,2021-02-29,Team D,Team C,Phoenix,New York,78,89,90,73,77,63,1,0.1,0.45666840918984786,0.5205643102388413,9333
2023,2023-03-20,Team B,Team A,Miami,Chicago,82,83,84,85,63,82,0,0.5,0.493933715599862,0.5167513579278694,12125
2020,2020-04-19,Team A,Team C,Phoenix,Miami,81,87,93,77,72,61,1,0.1,0.480654173189286,0.4854001164234999,8642
2023,2023-05-06,Team J,Team B,Houston,Los Angeles,89,75,82,83,82,74,1,0.9,0.43548454141837156,0.43681265742837944,12587
2023,2023-04-11,Team J,Team G,Houston,Dallas,84,78,82,84,62,82,0,0.7,0.4928102456521421,0.4523583238130417,11292
2020,2020-01-24,Team F,Team A,Chicago,Miami,85,77,83,75,93,78,1,0.7,0.4145559770849538,0.47668869325181595,7190
2020,2020-09-02,Team E,Team B,Miami,Houston,87,78,80,80,74,69,1,0.9,0.5195597578409942,0.4730685696076643,13064
2021,2021-06-08,Team B,Team E,Los Angeles,Philadelphia,86,85,92,73,85,83,1,0.29999999999999993,0.47811734121816957,0.4548393907323717,10858
2021,2021-02-26,Team D,Team E,Miami,New York,84,85,89,71,91,84,1,0.35,0.4719670785346597,0.4588398206828569,12470
2023,2023-09-16,Team B,Team F,Toronto,Boston,88,79,77,84,96,63,1,0.9,0.5113136176492977,0.5157552225908539,8106
2021,2021-08-09,Team F,Team I,Miami,Philadelphia,93,71,84,89,73,93,0,0.9,0.4720229625706371,0.4508375110155055,9950
2021,2021-07-13,Team F,Team I,Phoenix,Toronto,90,84,88,72,121,94,1,0.7,0.4760908008058829,0.5023448814851188,10673
2021,2021-09-10,Team E,Team D,Los Angeles,Boston,76,87,88,84,70,68,1,0.1,0.46607356483121776,0.4975829435213933,10857
2021,2021-09-23,Team C,Team A,Phoenix,New York,77,81,91,83,60,74,0,0.1,0.4663587484068397,0.4525244133129216,10327
2023,2023-04-16,Team H,Team G,Houston,Los Angeles,92,89,80,79,89,60,1,0.9,0.481858949570172,0.41354687732852174,15584
2022,2022-11-05,Team F,Team D,Houston,Phoenix,78,82,81,85,60,60,0,0.44999999999999996,0.4873066295823311,0.47558396843662054,9602
2022,2022-07-14,Team J,Team E,Toronto,Boston,78,84,84,88,60,67,0,0.29999999999999993,0.5013831228552692,0.4099597466403825,13471
2022,2022-04-16,Team B,Team D,Philadelphia,Houston,89,80,75,84,84,60,1,0.9,0.5014451145129649,0.44578843070200325,9001
2022,2022-10-26,Team J,Team E,Houston,Houston,93,71,82,72,83,90,0,0.9,0.4733563225696737,0.48231486737444657,5363
2020,2020-09-01,Team J,Team D,Philadelphia,Philadelphia,87,83,75,88,69,60,1,0.9,0.4932399042871186,0.43896892103815605,11539
2020,2020-11-22,Team C,Team G,Miami,New York,82,83,92,84,60,71,0,0.1,0.4698465352856083,0.49966467895442995,8840
2022,2022-09-07,Team B,Team F,New York,New York,78,89,87,71,87,70,1,0.14999999999999997,0.5187262467417192,0.4800969869096167,10162
2020,2020-02-02,Team E,Team F,New York,Chicago,75,70,81,86,60,110,0,0.29999999999999993,0.49420324545876454,0.4377490607622059,10543
2020,2020-08-11,Team J,Team E,Miami,Toronto,88,78,76,82,86,60,1,0.9,0.4781015622856911,0.44673956778179624,10902
2020,2020-08-06,Team B,Team I,Miami,Miami,91,84,76,71,92,60,1,0.9,0.5340769783641148,0.4240099809027342,10841
2023,2023-08-11,Team H,Team A,Houston,Chicago,79,72,88,86,61,89,0,0.14999999999999997,0.4888525440981608,0.5057791353711257,8441
2020,2020-12-25,Team F,Team H,Phoenix,Philadelphia,94,83,90,73,106,76,1,0.8,0.4224640993778789,0.45295683303337175,7788
2022,2022-09-16,Team E,Team I,Philadelphia,Houston,75,84,94,84,63,81,0,0.1,0.48958288390093835,0.511908390684233,11525
2023,2023-12-15,Team A,Team C,Dallas,Boston,76,75,80,77,70,78,0,0.39999999999999997,0.4742141148889856,0.4947697136145392,12930
2020,2020-10-14,Team B,Team E,Chicago,Philadelphia,87,81,85,70,109,68,1,0.7,0.4986170351416639,0.46573404674681884,11919
2023,2023-08-08,Team C,Team E,Toronto,Toronto,87,88,80,70,91,73,1,0.9,0.49229279070757365,0.4141068318884632,12572
2021,2021-07-14,Team J,Team F,Phoenix,Toronto,78,87,78,74,77,70,1,0.6,0.5054861855719354,0.4737953926036854,12073
2021,2021-06-13,Team G,Team D,Houston,Phoenix,82,77,75,84,70,61,1,0.9,0.4655898746471774,0.485054910832585,12007
2023,2023-05-09,Team I,Team H,Los Angeles,Los Angeles,89,76,82,77,88,60,1,0.9,0.43092437417643903,0.44637673164838393,13149
2022,2022-04-27,Team J,Team E,Miami,Philadelphia,78,74,91,84,71,96,0,0.1,0.4578079822317362,0.5165408343133633,9245
2021,2021-06-04,Team G,Team F,Houston,Toronto,94,80,78,77,109,82,1,0.9,0.5326412020349154,0.49905443794975124,17363
2022,2022-04-30,Team I,Team F,Boston,Philadelphia,80,70,81,76,70,94,0,0.5499999999999999,0.4968682177727591,0.48141800355772596,10931
2023,2023-06-09,Team H,Team G,Miami,Philadelphia,77,82,89,89,60,86,0,0.1,0.41707329363334267,0.4653847992147916,10843
2022,2022-11-08,Team H,Team F,Miami,Chicago,90,83,76,83,89,60,1,0.9,0.4903322548096956,0.4582480609190376,13689
2021,2021-03-14,Team H,Team F,Philadelphia,Houston,87,82,93,87,64,89,0,0.29999999999999993,0.5267643584240322,0.504962589981308,11715
2022,2022-01-02,Team E,Team C,Los Angeles,Toronto,86,71,89,76,90,115,0,0.44999999999999996,0.4953469307474634,0.5368651671721262,9494
2021,2021-07-23,Team C,Team A,Dallas,Houston,78,79,76,75,60,60,0,0.7,0.46770362893633466,0.5400066262460917,8055
2021,2021-03-23,Team D,Team I,Boston,Dallas,81,89,93,88,65,94,0,0.1,0.43930070161439344,0.4790669925325916,12064
2020,2020-11-21,Team D,Team J,Chicago,Houston,75,86,77,89,60,60,0,0.5,0.4640762801429113,0.46330619941605233,11131
2023,2023-03-04,Team F,Team H,Boston,Toronto,79,82,76,78,60,76,0,0.75,0.47781601838476606,0.48381383216989376,9445
2021,2021-09-22,Team A,Team F,Phoenix,Los Angeles,77,70,80,79,60,91,0,0.44999999999999996,0.5119963356842658,0.4791552055390602,8436
2023,2023-12-07,Team G,Team A,Dallas,New York,92,78,81,77,97,88,1,0.9,0.5131487565901685,0.4862910586910482,7657
2021,2021-11-26,Team C,Team G,Boston,Los Angeles,88,81,81,83,82,74,1,0.9,0.5111383214667334,0.5336249848903268,12936
2022,2022-09-07,Team A,Team E,Houston,Toronto,93,80,86,88,74,85,0,0.9,0.4683148855082996,0.485703719750704,7438
2020,2020-12-27,Team C,Team A,Houston,Dallas,80,84,85,85,60,69,0,0.35,0.4957415225539834,0.43613650577735485,12440
2022,2022-11-12,Team B,Team I,Phoenix,Dallas,92,70,91,83,75,108,0,0.65,0.4799189082384044,0.4871791900452849,9026
2021,2021-09-11,Team E,Team J,Philadelphia,Phoenix,78,89,81,76,77,60,1,0.44999999999999996,0.5385922779200232,0.40307481903755665,13191
2023,2023-05-04,Team I,Team F,Phoenix,Los Angeles,81,85,87,73,83,87,0,0.29999999999999993,0.4921853964041795,0.4757257958661673,12412
2023,2023-04-17,Team H,Team I,Boston,Dallas,80,85,77,76,60,64,0,0.75,0.4762539697008243,0.4742549551714068,12690
2020,2020-05-12,Team G,Team B,Boston,New York,85,73,88,70,108,92,1,0.44999999999999996,0.4976413876220994,0.5052415929704724,11981
2020,2020-11-16,Team F,Team A,Houston,Los Angeles,87,87,91,71,109,76,1,0.39999999999999997,0.528028746775491,0.4700188486023793,11033
2023,2023-10-23,Team C,Team E,Dallas,Dallas,94,86,77,79,106,64,1,0.9,0.49793151105712613,0.48356158037103875,11244
2020,2020-09-03,Team H,Team D,Chicago,Chicago,92,70,92,81,75,129,0,0.6,0.44685758496754613,0.4985797267050772,11011
2022,2022-08-23,Team E,Team B,Miami,Houston,94,81,81,86,68,87,0,0.9,0.4375794640922421,0.453677375818742,13174
2020,2020-08-27,Team I,Team G,Miami,Miami,92,88,84,81,89,76,1,0.9,0.5230391629082658,0.5262515540506247,8865
2023,2023-01-16,Team C,Team B,Miami,Dallas,88,83,81,83,81,71,1,0.9,0.4967164494288795,0.4903011104255218,12109
2021,2021-11-18,Team I,Team G,Phoenix,Boston,77,81,76,75,94,64,1,0.65,0.46632403618524243,0.48933522346304686,9963
2023,2023-08-22,Team F,Team E,Boston,Toronto,91,71,89,81,88,99,0,0.7,0.4566484675585589,0.565226122581375,10738
2020,2020-02-12,Team I,Team J,Phoenix,Dallas,82,83,79,74,65,60,1,0.75,0.4909862717557313,0.44189441749770764,11045
2022,2022-04-25,Team A,Team D,Chicago,New York,78,70,87,89,60,120,0,0.14999999999999997,0.5139066647774967,0.48496116052507726,9669
2023,2023-08-07,Team H,Team I,Miami,Phoenix,91,78,91,87,86,115,0,0.6,0.5062575916782194,0.5113563381372911,13175
2023,2023-04-21,Team A,Team J,New York,New York,92,80,78,83,82,60,1,0.9,0.5203062925263799,0.46868551037086226,10588
2021,2021-01-21,Team D,Team H,Dallas,New York,85,85,79,81,75,60,1,0.9,0.4909261350534215,0.4993080078650789,13654
2020,2020-09-18,Team G,Team I,Philadelphia,Chicago,82,83,93,78,88,92,0,0.1,0.5175749783365087,0.48756667893866446,11182
2021,2021-09-04,Team G,Team F,Los Angeles,Los Angeles,79,76,93,86,60,111,0,0.1,0.4527214668426135,0.49315404252448347,10388
2023,2023-09-22,Team I,Team J,Chicago,Dallas,78,76,94,74,74,98,0,0.1,0.5359010448204952,0.5209077859735136,10692
2021,2021-09-06,Team H,Team B,Los Angeles,Miami,87,75,85,84,86,101,0,0.7,0.42580728311132415,0.46575981143814144,12919
2020,2020-02-04,Team C,Team F,Los Angeles,Houston,78,84,78,75,84,60,1,0.6,0.48836358138402336,0.47423183552678333,9385
2023,2023-03-22,Team F,Team C,Los Angeles,Los Angeles,92,84,78,74,98,60,1,0.9,0.48677409578696673,0.4376087766735141,9126
2021,2021-04-24,Team D,Team A,Chicago,Toronto,84,71,84,89,75,90,0,0.6,0.4857139529404902,0.5305378684012408,9047
2023,2023-10-30,Team D,Team G,Chicago,Phoenix,93,84,80,75,107,60,1,0.9,0.49270700825723024,0.4425887783939489,12600
2023,2023-04-30,Team C,Team E,Chicago,Los Angeles,89,89,80,73,125,60,1,0.9,0.5122782026147851,0.46566477934392553,13975
2023,2023-08-29,Team J,Team E,Boston,Houston,75,81,86,70,77,88,0,0.1,0.49462626680513777,0.4736603185823066,15465
2022,2022-06-04,Team E,Team G,Miami,New York,78,71,79,83,73,88,0,0.5499999999999999,0.5073738238974765,0.4870864022234936,10738
2023,2023-07-01,Team B,Team C,Los Angeles,Miami,92,81,92,78,90,98,0,0.6,0.46980873601325923,0.5119757939661393,11763
2022,2022-05-11,Team E,Team B,Miami,Phoenix,94,75,78,85,80,82,0,0.9,0.4685651632851176,0.4855618818256611,10611
2020,2020-08-05,Team J,Team E,Boston,Dallas,91,80,84,80,90,76,1,0.9,0.4475891589455988,0.47229873302522907,10726
2023,2023-04-16,Team B,Team J,Philadelphia,Chicago,77,85,82,76,75,67,1,0.35,0.5315652342088412,0.5207072188576425,12008
2020,2020-09-30,Team I,Team J,Los Angeles,Dallas,93,70,76,81,119,94,1,0.9,0.513453952875706,0.5283024132756339,11632
2023,2023-02-17,Team C,Team A,New York,Dallas,76,80,94,87,60,107,0,0.1,0.4807479286662945,0.5442245886726829,10726
2023,2023-09-14,Team J,Team A,Toronto,Houston,92,71,82,86,77,74,1,0.9,0.4552132052252839,0.47280542847281054,9373
2021,2021-04-14,Team H,Team B,Houston,Dallas,84,82,86,79,75,92,0,0.5,0.4715384856287444,0.4448132505861462,8413
2021,2021-10-13,Team H,Team C,Phoenix,Dallas,90,71,77,84,89,83,1,0.9,0.5312811513838507,0.5283903134815916,13189
2023,2023-02-17,Team I,Team B,Chicago,Boston,82,79,79,82,78,60,1,0.75,0.466298483017399,0.5034717077060072,14559
2020,2020-10-07,Team B,Team C,Philadelphia,Los Angeles,86,75,76,84,60,73,0,0.9,0.49281328972980554,0.4735513932451985,9894
2023,2023-06-26,Team F,Team G,Phoenix,Los Angeles,92,76,93,86,74,107,0,0.5499999999999999,0.4881539733184623,0.4770089028552149,11658
2020,2020-01-12,Team C,Team F,Dallas,Los Angeles,90,84,80,83,78,64,1,0.9,0.47534608007605106,0.4772533385150111,11889
2023,2023-09-24,Team B,Team J,Boston,New York,83,75,78,71,96,87,1,0.85,0.5036729186451488,0.46845821879779576,12227
2021,2021-06-16,Team F,Team I,New York,Boston,76,74,75,81,77,79,0,0.65,0.47395318543356474,0.46551377844550135,9454
2023,2023-03-25,Team A,Team B,Los Angeles,Toronto,86,70,93,72,104,111,0,0.24999999999999994,0.5109967070086827,0.4918158283808015,11663
2023,2023-06-16,Team H,Team C,Houston,Miami,82,80,91,82,93,95,0,0.14999999999999997,0.4342370721578561,0.4685389788288885,13083
2023,2023-07-15,Team A,Team G,Houston,Los Angeles,86,79,85,77,98,100,0,0.65,0.4859128027900881,0.4368670102021362,14316
2020,2020-01-25,Team I,Team E,Los Angeles,Houston,84,70,84,86,75,104,0,0.6,0.5140693547424295,0.5016634168958486,10025
2020,2020-04-27,Team C,Team D,Houston,Philadelphia,81,75,78,86,60,67,0,0.75,0.478973541333703,0.47024636218786886,10099
2021,2021-10-06,Team I,Team H,Houston,Philadelphia,84,85,76,87,60,60,0,0.9,0.5052192073574445,0.45901805099954657,8668
2023,2023-05-23,Team I,Team H,Los Angeles,Phoenix,81,89,82,78,65,60,1,0.5499999999999999,0.47867291869295525,0.46263271429231767,13804
2022,2022-04-21,Team H,Team I,Phoenix,Houston,89,85,90,85,69,79,0,0.5499999999999999,0.479914527481718,0.5194104583525346,7752
2022,2022-10-19,Team F,Team A,Phoenix,Houston,81,70,87,75,88,95,0,0.29999999999999993,0.5267573636315819,0.4878574742881866,11200
2021,2021-12-13,Team H,Team D,Los Angeles,New York,80,83,86,73,80,68,1,0.29999999999999993,0.5107732128266005,0.538457287878548,10810
2021,2021-04-16,Team B,Team A,Phoenix,Toronto,90,72,92,74,83,102,0,0.5,0.45906833998224367,0.4752577120578545,12476
2022,2022-08-10,Team F,Team I,Philadelphia,New York,84,82,79,73,110,60,1,0.85,0.4693821669394907,0.45278807668926846,13845
2020,2020-03-19,Team F,Team A,Los Angeles,Phoenix,87,72,85,80,83,106,0,0.7,0.47843923119053067,0.42243007647053143,10184
2021,2021-03-10,Team F,Team E,Phoenix,Miami,90,85,80,72,92,68,1,0.9,0.4455953838940736,0.5217347403059005,9813
2022,2022-02-19,Team A,Team F,Philadelphia,New York,76,82,88,75,64,94,0,0.1,0.49710250421103125,0.47101701050140915,12339
2022,2022-06-18,Team C,Team E,Los Angeles,Toronto,89,74,87,77,94,99,0,0.7,0.4774827062019349,0.4974387555412144,11422
2023,2023-04-20,Team B,Team J,New York,Dallas,76,75,89,89,60,107,0,0.1,0.5344290155970443,0.5161314584125876,10730
2020,2020-10-03,Team E,Team H,Miami,Philadelphia,86,87,94,81,92,76,1,0.19999999999999996,0.5097037396664501,0.5025957494885683,10205
2023,2023-04-27,Team J,Team B,Chicago,Dallas,82,70,94,85,62,111,0,0.1,0.5007492975770425,0.4683828736100497,12984
2022,2022-01-11,Team H,Team C,Miami,Dallas,93,79,90,78,105,76,1,0.75,0.46798941478047235,0.5017402525755925,10936
2021,2021-01-24,Team F,Team I,New York,Houston,77,79,86,78,60,72,0,0.14999999999999997,0.4633738047231097,0.49395637426309896,4159
2020,2020-08-07,Team C,Team A,Los Angeles,Dallas,94,71,85,72,122,92,1,0.9,0.5490993266846064,0.49701140105998654,6805
2022,2022-04-21,Team G,Team F,New York,Philadelphia,80,88,76,75,63,60,1,0.8,0.4404559570334321,0.47276061491122084,12411
2022,2022-04-15,Team C,Team A,Philadelphia,Philadelphia,94,86,88,82,81,96,0,0.9,0.4410585454736024,0.4769888773255205,10237
2020,2020-11-23,Team C,Team J,Miami,Los Angeles,76,80,84,76,81,66,1,0.19999999999999996,0.45676187483951397,0.46838435427166303,12342
2023,2023-04-23,Team A,Team C,Chicago,Los Angeles,78,83,77,85,60,78,0,0.65,0.43961452931677203,0.48489968683822854,9576
2021,2021-10-17,Team J,Team F,Toronto,Philadelphia,75,88,84,78,85,60,1,0.14999999999999997,0.45075320271172964,0.5177932022222366,8287
2023,2023-04-16,Team F,Team H,Toronto,Dallas,92,73,93,86,72,117,0,0.5499999999999999,0.5218789164928528,0.49841090420775036,11162
2022,2022-04-09,Team B,Team F,Dallas,Boston,82,80,76,72,90,60,1,0.9,0.4687112654127262,0.4612719958391865,10186
2021,2021-01-28,Team G,Team B,New York,Phoenix,93,88,85,89,68,60,1,0.9,0.4890139439646407,0.42369587415626897,9313
2022,2022-02-20,Team F,Team B,Phoenix,Philadelphia,91,70,87,82,94,97,0,0.8,0.458988246800502,0.4713396431503941,8528
2020,2020-08-30,Team I,Team H,Miami,Toronto,90,81,81,70,122,70,1,0.9,0.5098089536562228,0.4920664375980825,8763
2023,2023-06-05,Team D,Team F,Chicago,New York,92,76,81,89,89,83,1,0.9,0.49180944128130566,0.48440115952072965,11127
2022,2022-01-03,Team E,Team B,Philadelphia,Toronto,88,79,83,83,100,92,1,0.85,0.4977120179048232,0.45087610784489657,9938
2023,2023-12-14,Team B,Team D,Boston,New York,80,78,87,71,80,89,0,0.24999999999999994,0.504087108558998,0.5024478629965845,12278
2020,2020-01-22,Team D,Team G,Philadelphia,Dallas,90,83,93,85,89,89,0,0.44999999999999996,0.4717263048840581,0.47392223666813177,11812
2023,2023-08-26,Team C,Team A,New York,Phoenix,93,86,86,89,109,66,1,0.9,0.5198592986815218,0.5144355778128092,11639
2023,2023-10-24,Team B,Team H,Miami,Phoenix,91,76,79,86,69,74,0,0.9,0.45959240529732287,0.4575197398595846,13675
2020,2020-07-26,Team F,Team I,New York,Miami,92,75,80,82,82,98,0,0.9,0.45906617136101047,0.4586327764619671,7404
2021,2021-10-15,Team I,Team D,Boston,Philadelphia,87,84,83,72,119,67,1,0.8,0.4849015085987903,0.5038402817984041,10156
2021,2021-10-04,Team I,Team F,Phoenix,Boston,83,75,82,86,63,85,0,0.65,0.5254182909002779,0.522525696839383,10062
2022,2022-08-23,Team D,Team E,Los Angeles,Houston,85,88,94,87,74,80,0,0.14999999999999997,0.4408647706426446,0.4717002935382779,11664
2020,2020-04-04,Team B,Team G,Houston,Chicago,89,88,90,70,107,84,1,0.5499999999999999,0.4499284822078001,0.526340714793763,5799
2020,2020-07-19,Team G,Team D,Houston,Boston,81,88,81,72,87,66,1,0.6,0.5282146010053624,0.5160497983357688,9778
2021,2021-07-04,Team D,Team E,Dallas,Miami,93,87,90,82,78,85,0,0.75,0.47886863739874175,0.5069770477519361,13023
2021,2021-01-13,Team D,Team A,Philadelphia,Miami,83,80,84,88,69,84,0,0.5499999999999999,0.5231477503394045,0.49702761354609554,8379
2021,2021-08-15,Team I,Team H,New York,Houston,84,89,91,75,80,63,1,0.24999999999999994,0.48155935358890006,0.45203980835745733,12171
2020,2020-05-04,Team A,Team J,Chicago,Dallas,83,76,82,78,98,69,1,0.65,0.4736788772026291,0.49161840444600263,11696
2021,2021-09-29,Team C,Team A,Houston,Toronto,84,85,78,85,67,60,1,0.9,0.46204294485769676,0.5310283247743186,9977
2020,2020-04-05,Team F,Team D,Chicago,New York,90,81,82,87,82,79,1,0.9,0.4496937278670002,0.4376251456847683,10439
2020,2020-03-23,Team D,Team H,Phoenix,Chicago,94,81,94,86,100,86,1,0.6,0.5136526131351489,0.49462158149871066,7854
2021,2021-09-25,Team F,Team E,Boston,Houston,75,73,80,74,61,87,0,0.35,0.4425723436413012,0.4954331415140451,12214
2022,2022-02-18,Team D,Team B,Los Angeles,Toronto,88,89,77,71,90,60,1,0.9,0.493122896931873,0.5150391049402538,12024
2021,2021-06-21,Team B,Team H,Dallas,Chicago,88,81,82,77,102,61,1,0.9,0.5008036891051867,0.45018385451727316,11344
2021,2021-10-12,Team H,Team B,Boston,Miami,75,74,89,71,74,110,0,0.1,0.4992122691269146,0.5411992247510166,11262
2020,2020-11-10,Team D,Team A,New York,Phoenix,78,78,91,75,70,86,0,0.1,0.49941244534614826,0.4451770854070661,14091
2022,2022-11-14,Team D,Team I,Miami,Toronto,88,80,88,71,96,95,1,0.6,0.467127955295604,0.48206154962743414,13940
2021,2021-11-20,Team A,Team I,New York,Philadelphia,78,79,86,71,73,80,0,0.19999999999999996,0.4732761492403348,0.5182624642559476,10863
2022,2022-04-03,Team C,Team H,Dallas,Los Angeles,82,87,82,71,87,69,1,0.6,0.5160869637273497,0.4800872828812898,11966
